ＣＤプレーヤー	シーディープレーヤー	CD player	
下見	したみ	preliminary inspection, having a look in advance	
下限	かげん	lower limit	
下戸	げこ	non-drinker, someone who cannot drink	
下降	かこう	descent, fall, drop, decline, downturn, subsidence	
下山	げざん	descending a mountain, descent	
下肢	かし	lower limbs, legs	
下車	げしゃ	alighting (from a train, bus, etc.), getting off, getting out (of a car)	
下手	したて	humble position, inferior	
下手	へた	unskillful, poor, awkward	
下手投げ	したてなげ	underhand throw	
下手くそ	へたくそ	unskilled, clumsy, lousy, poor, awkward, shitty	
下宿	げしゅく	boarding, lodging, board and lodging, room and board	
下旬	げじゅん	last third of a month, 21st to the last day of a month	
下書き	したがき	draft, rough copy	
下水	げすい	drainage, ditch, gutter, sewerage	
下水道	げすいどう	sewer, sewer system, sewerage, drain	
下駄	げた	geta, traditional Japanese wooden sandal	
下値	したね	lowest price	
下地	したじ	groundwork, foundation	
下着	したぎ	underwear, undergarment, underclothes, lingerie	
下町	したまち	low-lying part of a city (usu. containing shops, factories, etc.)	
下調べ	したしらべ	preliminary investigation, preliminary inquiry	
下等	かとう	inferior, base, vulgar, low grade, lower class	
下品	げひん	vulgar, indecent, coarse, crude	
下敷き	したじき	desk pad, sheet of plastic (or cardboard, felt, etc.) placed under writing paper, underlay	
下部	かぶ	lower part, substructure	
下方	かほう	lower region, lower part, region below	
下野	げや	resigning from (public) office	
下落	げらく	depreciation, decline, fall, slump	
下痢	げり	diarrhea, diarrhoea	
下流	かりゅう	downstream, lower reaches of a river	
化ける	ばける	to take the form of (esp. in ref. to a spirit, fox, raccoon dog, etc.), to assume the shape of, to turn oneself into, to transform oneself into	
化学	かがく	chemistry	
化学肥料	かがくひりょう	chemical fertilizer, chemical fertiliser	
化学兵器	かがくへいき	chemical weapon	
化合	かごう	chemical combination	
化合物	かごうぶつ	compound	
化成	かせい	change, transformation	
化石	かせき	fossil	
化繊	かせん	synthetic fiber, synthetic fibre, chemical fiber, chemical fibre	
仮	かり	temporary, provisional, interim, tentative	
仮に	かりに	supposing, even if, granting that, for argument's sake	
仮処分	かりしょぶん	provisional disposition, temporary injunction	
仮称	かしょう	temporary name, provisional name	
仮想	かそう	imagination, supposition, virtual, potential (enemy)	
仮装	かそう	costume, fancy dress, masquerade, disguise	
仮定	かてい	assumption, supposition, hypothesis	
仮名遣い	かなづかい	kana orthography, syllabary spelling	
仮面	かめん	mask	
何か	なにか	something, some, any	
何しろ	なにしろ	in any case, at any rate, anyhow, anyway, as you know, for you see, particularly	
何だか	なんだか	(a) little, somewhat, somehow	
何だかんだ	なんだかんだ	something or other, one thing or another, this or that	
何て	なんて	how ...!, what ...!	
何と	なんと	what, how	
何とか	なんとか	something, something or other, so-and-so	
何という	なんという	how (beautiful, etc.), what a ...	
何も	なにも	(not) anything, (nothing) at all, (not) any, nothing	
何やら	なにやら	something, some kind of	
何より	なにより	above anything else, above all, more than anything	
何れ何れ	どれどれ	which	
何回	なんかい	how many times	
何気なく	なにげなく	unintentionally, calmly, inadvertently, innocently	
何とも	なんとも	really, very, extremely, terribly, awfully	
何歳	なんさい	how old, what age	
何事	なにごと	what, what sort of thing	
何時	いつ	when, at what time, how soon	
何時	なんじ	what time, which hour	
いつの間にか	いつのまにか	before one knows, before one becomes aware of, unnoticed, unawares	
何時までも	いつまでも	forever, eternally, for good, as long as one likes, indefinitely, endlessly, for a long time	
何時も	いつも	always, all the time, at all times	
何時間	なんじかん	how many hours	
いつ頃	いつごろ	about when, about what time, how soon	
何者	なにもの	who, what kind of person	
何処か	どこか	somewhere	
何処までも	どこまでも	anywhere, for all time, to the ends of the earth	
何人	なんにん	how many people, a number of people	
何千	なんぜん	many thousands	
どうぞ	どうぞ	please, kindly, pray, I beg (of you)	
何卒	なにとぞ	please, kindly, I beg of you, if it pleases you	
何度	なんど	how many times	
何度でも	なんどでも	any number of times	
何ら	なんら	(not) in any way, (not) at all, (none) whatsoever	
何日	なんにち	what day	
何年	なんねん	how many years, how long	
何かと	なにかと	one way or another, in many ways, in various ways	
何百	なんびゃく	hundreds	
何分	なにぶん	some, any, (a) little, of some kind, of some sort	
何分	なんぷん	what minute, how many minutes	
何遍	なんべん	how many times, how often	
何方	どちら	which way, which direction, where	
何方	どなた	who	
価格	かかく	price, value, cost	
価値	かち	value, worth, merit	
価値観	かちかん	sense of values, values, value system	
佳境	かきょう	most interesting part (of a story), climax, good part	
佳作	かさく	fine (piece of) work, excellent work	
加	か	addition	
加える	くわえる	to add, to add up, to sum up, to append, to annex	
加わる	くわわる	to be added to, to be appended	
加圧	かあつ	pressurization, applying pressure (to)	
加害者	かがいしゃ	perpetrator, wrong-doer, aggressor, assailant, offender, at-fault party (e.g. in an accident)	
加減	かげん	degree, extent, amount, balance, state, condition	
加工	かこう	manufacturing, processing, treatment, machining	
加算	かさん	addition, adding, supplement	
加速	かそく	acceleration, speeding up	
加入	かにゅう	joining (a club, organization, etc.), becoming a member, entry, admission, subscription, affiliation, signing (e.g. a treaty), taking out (insurance)	
加熱	かねつ	heating, application of heat	
加味	かみ	seasoning, flavoring, flavouring	
加盟	かめい	joining (an association, agreement, etc.), participation, affiliation, accession	
可	か	acceptable, satisfactory, allowed, permitted	
可愛がる	かわいがる	to be affectionate to, to treat tenderly, to dote on, to show one's love (for), to cherish	
可愛らしい	かわいらしい	lovely, sweet, pretty, cute, adorable	
可決	かけつ	approval, adoption (of a motion, bill, etc.), passage	
可笑しい	おかしい	funny, amusing, comical, laughable, ridiculous	
可燃性	かねんせい	combustibility, inflammability	
可燃物	かねんぶつ	combustibles, inflammables, flammables, burnables	
可能	かのう	possible, potential, practicable, feasible	
可能性	かのうせい	possibility, chance, likelihood, probability, potential	
可能性が高い	かのうせいがたかい	very likely, very probable	
可否	かひ	propriety, right and wrong, advisability, possibility	
可憐	かれん	sweet (e.g. young girls, flowers blooming), touchingly lovely, cute	
夏	なつ	summer	
夏休み	なつやすみ	summer vacation, summer holiday	
夏至	げし	summer solstice	
夏時間	なつじかん	daylight saving time, daylight savings time, summer time	
夏場	なつば	summertime, summer season	
夏場所	なつばしょ	Summer Tournament (held in Tokyo in May)	
夏物	なつもの	summer clothing, summer wear	
嫁	よめ	bride	
嫁ぐ	とつぐ	to marry (of a woman), to become a bride, to marry into (a family)	
嫁入り	よめいり	marriage, wedding	
家	いえ	house, residence, dwelling, home	
家	うち	one's house, one's home, one's family, one's household	
家	け	house, family	
家屋	かおく	house, building	
家鴨	アヒル	domestic duck	
家業	かぎょう	family business, family trade	
家具	かぐ	furniture	
家系	かけい	family lineage	
家計	かけい	household economy, family finances	
家計簿	かけいぼ	household account book	
家元	いえもと	head of a school (of music, dance), head family of a school	
家財	かざい	household belongings, household goods	
家事	かじ	housework, domestic chores	
家主	やぬし	landlord, landlady	
家出	いえで	running away from home, elopement	
家人	かじん	occupant of a house, family member, household member (incl. servants)	
家政	かせい	household economy, housekeeping, homemaking	
家政婦	かせいふ	housekeeper, maid	
家族	かぞく	family	
家族計画	かぞくけいかく	family planning	
家宅	かたく	domicile, premises	
家畜	かちく	domestic animals, livestock, cattle	
家賃	やちん	rent	
家庭	かてい	home, household, family, hearth	
家庭科	かていか	home economics	
家庭教師	かていきょうし	(home) tutor, private tutor, private teacher	
家電	かでん	household (electrical) appliances, home appliances, consumer electronics	
家内	かない	(my) wife	
家柄	いえがら	social standing of a family, lineage, parentage, pedigree	
家来	けらい	retainer, vassal, follower	
寡占	かせん	oligopoly, control of a market	
寡黙	かもく	untalkative, quiet, taciturn, reticent, uncommunicative	
科	か	department, section, faculty, school, arm	
科する	かする	to inflict, to impose (a fine, etc.)	
科学	かがく	science	
科学技術	かがくぎじゅつ	science and technology, technology, scientific techniques	
科学技術庁	かがくぎじゅつちょう	Science and Technology Agency (1956-2001)	
科学者	かがくしゃ	scientist	
科学的	かがくてき	scientific	
暇つぶし	ひまつぶし	killing time, keeping oneself occupied, time killer	
果たす	はたす	to accomplish, to achieve, to carry out, to fulfill, to fulfil, to realize, to execute, to perform, to do	
果て	はて	end, extremity, limit	
果てしない	はてしない	endless, boundless, everlasting	
果てる	はてる	to end, to be finished, to be exhausted	
果敢	かかん	resolute, determined, bold	
果実	かじつ	fruit, nut, berry	
果樹	かじゅ	fruit tree	
果汁	かじゅう	fruit juice	
果物	くだもの	fruit	
架空	かくう	fictitious, imaginary, fanciful, fabricated	
架設	かせつ	construction, building	
歌	うた	song, singing	
歌曲	かきょく	melody, tune, song	
歌劇	かげき	opera	
歌詞	かし	song lyrics, words of a song, libretto	
歌手	かしゅ	singer	
歌集	かしゅう	collection of waka poems, anthology	
歌唱	かしょう	song, singing	
歌人	かじん	poet (of tanka poems)	
歌姫	うたひめ	songstress, diva	
歌舞伎	かぶき	kabuki, traditional form of drama and music performed by male actors wearing makeup mainly in white and red	
歌謡	かよう	song, ballad	
歌謡曲	かようきょく	kayōkyoku, form of Japanese popular music that developed during the Showa era	
河川	かせん	rivers	
河畔	かはん	riverside	
火	ひ	fire, flame, blaze	
火炎瓶	かえんびん	Molotov cocktail, petrol bomb, gasoline bomb	
火花	ひばな	spark	
火器	かき	firearms, guns	
火災	かさい	conflagration, fire	
火災保険	かさいほけん	fire insurance	
